"","ACTIONID","Count","predict","group","district","town"
"4106","DVP0178196",1,1.56047857986019,1,"文山區","興豐里"
"4127","DVP0179263",1,1.60393333333333,1,"中正區","南福里"
"4154","DVP0180198",1,1.71950770007205,1,"大安區","群賢里"
"4164","DVP0180625",1,1.77713748105343,1,"士林區","社新里"
"4166","DVP0180864",1,1.80531610841767,1,"文山區","興家里"
"4169","DVP0181105",1,1.63207842878249,1,"南港區","中南里"
"4194","DVP0182423",1,1.53624030830281,1,"內湖區","金瑞里"
"4195","DVP0182427",1,1.50528351648352,1,"萬華區","孝德里"
"4203","DVP0183062",1,1.5604307192785,1,"松山區","自強里"
"4218","DVP0183620",1,1.51330909090909,1,"萬華區","興德里"
"4220","DVP0183670",1,1.78754755188459,1,"信義區","興隆里"
"4221","DVP0183711",1,1.51933919413919,1,"南港區","東新里"
"4228","DVP0183960",1,1.63213333333333,1,"南港區","重陽里"
"4232","DVP0184269",1,1.60498156135803,1,"大安區","民輝里"
"4240","DVP0184544",1,1.57596943067825,1,"北投區","奇岩里"
"4268","DVP0185710",1,1.63675977180714,1,"文山區","興豐里"
"4269","DVP0185737",1,1.57267898592635,1,"北投區","秀山里"
"4272","DVP0185765",1,1.55224749390395,1,"內湖區","瑞陽里"
"4275","DVP0185813",1,1.5004,1,"中山區","朱園里"
"4289","DVP0186424",1,1.56573492063492,1,"信義區","中坡里"
"4296","DVP0187042",1,1.65765476190476,1,"松山區","富錦里"
"4304","DVP0187410",1,1.57741818181818,1,"內湖區","週美里"
"4313","DVP0187902",1,1.53408536513366,1,"中正區","東門里"
"4317","DVP0187977",1,1.50517989239003,1,"士林區","明勝里"
"4334","DVP0188892",1,1.53715151515151,1,"南港區","中研里"
"4344","DVP0189553",1,1.56169517858975,1,"文山區","興業里"
"4354","DVP0189742",1,1.52033333333333,1,"中山區","聚盛里"
"4361","DVP0190016",1,1.56635064935065,1,"士林區","福德里"
"4370","DVP0190376",1,1.5083,1,"中山區","金泰里"
"4387","DVP0191362",1,1.53705317460317,1,"內湖區","行善里"
"4415","DVP0192521",1,1.57595079365079,1,"士林區","名山里"
"4417","DVP0192718",1,1.51433787878788,1,"士林區","富洲里"
"4421","DVP0192782",1,1.57630867465867,1,"文山區","興福里"
"4422","DVP0192789",1,1.51310869328588,1,"文山區","萬芳里"
"4435","DVP0193244",1,1.80767619047619,1,"南港區","合成里"
"4441","DVP0193572",1,1.81376800258565,1,"內湖區","瑞光里"
"4450","DVP0193822",1,1.70649377289377,1,"大安區","光信里"
"4453","DVP0193838",1,1.69223333333333,1,"文山區","博嘉里"
"4455","DVP0193928",1,1.50041507936508,1,"中正區","忠勤里"
"4461","DVP0194333",1,1.50580171923842,1,"內湖區","瑞陽里"
"4471","DVP0194994",1,1.62381313686314,1,"中山區","朱園里"
"4479","DVP0195288",1,1.52774382480265,1,"中山區","新福里"
"4481","DVP0195313",1,1.69135303030303,1,"中正區","板溪里"
"4482","DVP0195529",1,1.81725798891135,1,"信義區","中興里"
"4486","DVP0195674",1,1.58311144574158,1,"大同區","南芳里"
"4492","DVP0195788",1,1.5606442002442,1,"內湖區","港墘里"
"4503","DVP0196320",1,1.53801476509424,1,"萬華區","和德里"
"4516","DVP0196896",1,1.58203333333333,1,"信義區","三犁里"
"4519","DVP0196961",1,1.70655934482184,1,"文山區","木新里"
"4536","DVP0197594",1,1.51499761904762,1,"南港區","成福里"
"4545","DVP0197829",1,1.56331121971379,1,"中山區","下埤里"
"4559","DVP0198358",1,1.57574761904762,1,"士林區","永倫里"
"4563","DVP0198473",1,1.54386666666667,1,"內湖區","港華里"
"4566","DVP0198697",1,1.60318977115873,1,"士林區","福志里"
"4567","DVP0198752",1,1.60208412698413,1,"大同區","鄰江里"
"4577","DVP0198971",1,1.61913095238095,1,"士林區","葫蘆里"
"4590","DVP0199757",1,1.50247307990427,1,"萬華區","興德里"
"4615","DVP0200904",1,1.70156883782884,1,"文山區","景行里"
"4625","DVP0201238",1,1.56504296455179,1,"北投區","清江里"
"4630","DVP0201560",1,1.5597407040985,1,"大安區","德安里"
"4634","DVP0201643",1,1.50637421718067,1,"萬華區","和德里"
"4635","DVP0201712",1,1.66815795800125,1,"萬華區","華中里"
"4639","DVP0201873",1,1.5317919442876,1,"松山區","安平里"
"4640","DVP0201906",1,1.5287,1,"萬華區","福音里"
"4647","DVP0202192",1,1.58048120545097,1,"北投區","尊賢里"
"4648","DVP0202241",1,1.73640317290094,1,"大安區","龍泉里"
"4651","DVP0202412",1,1.51734761904762,1,"文山區","景仁里"
"4664","DVP0202910",1,1.51974603174603,1,"大安區","法治里"
"4666","DVP0203015",1,1.85139466619213,1,"士林區","蘭興里"
"4670","DVP0203087",1,1.5316763546798,1,"信義區","五全里"
"4676","DVP0203267",1,1.5800086506476,1,"南港區","聯成里"
"4677","DVP0203281",1,1.55864494949495,1,"萬華區","新和里"
"4690","DVP0203925",1,1.51690810943221,1,"士林區","葫蘆里"
"4693","DVP0204168",1,1.55065555555556,1,"信義區","四育里"
"4710","DVP0204892",1,1.59633333333333,1,"南港區","新光里"
"4729","DVP0205763",1,1.53013918128655,1,"信義區","五常里"
"4732","DVP0205861",1,1.51074199134199,1,"內湖區","湖興里"
"4737","DVP0206181",1,1.53313095238095,1,"大安區","義村里"
"4761","DVP0207411",1,1.55953333333333,1,"中正區","網溪里"
"4765","DVP0207625",1,1.55532159148042,1,"松山區","中崙里"
"4766","DVP0207626",1,1.60739328474801,1,"信義區","雅祥里"
"4769","DVP0207764",1,1.62658015873016,1,"中山區","江山里"
"4770","DVP0207826",1,1.63155396825397,1,"文山區","木新里"
"4771","DVP0207905",1,1.59113949579832,1,"中正區","螢圃里"
"4773","DVP0208005",1,1.62127079365079,1,"文山區","景東里"
"4781","DVP0208215",1,1.52474699581464,1,"中正區","網溪里"
"4789","DVP0208635",1,1.51910196078431,1,"信義區","泰和里"
"4803","DVP0209226",1,1.6556064516129,1,"內湖區","港富里"
"4807","DVP0209433",1,1.67160376615721,1,"大安區","建倫里"
"4834","DVP0210833",1,1.56943737373737,1,"大同區","光能里"
"4835","DVP0210919",1,1.50740476190476,1,"南港區","成福里"
"4845","DVP0211343",1,1.67901048166393,1,"文山區","指南里"
"4846","DVP0211344",1,1.69994381499726,1,"文山區","指南里"
"4847","DVP0211509",1,1.76217582170787,1,"信義區","三張里"
"4855","DVP0211702",1,1.52983333333333,1,"內湖區","瑞光里"
"4862","DVP0211876",1,1.54977619047619,1,"信義區","松友里"
"4863","DVP0212033",1,1.69105262515263,1,"士林區","天玉里"
"4866","DVP0212117",1,1.62904963369963,1,"松山區","中華里"
"4879","DVP0212620",1,1.93481689029153,1,"士林區","公館里"
"4883","DVP0212827",1,1.60888754774637,1,"大安區","古風里"
"4896","DVP0213459",1,1.53701428571429,1,"文山區","指南里"
"4898","DVP0213513",1,1.52569775641026,1,"中山區","金泰里"
"4899","DVP0213551",1,1.72653942611344,1,"松山區","介壽里"
"4906","DVP0213722",1,1.59705641677163,1,"內湖區","紫陽里"
"4919","DVP0214238",1,1.55309585980468,1,"萬華區","和平里"
"4921","DVP0214334",1,1.58053709156119,1,"萬華區","柳鄉里"
